provincia,anio,mes,Mes_Numero,Fecha_Completa,Fecha_Procesada,empleados_registrados_miles
San Luis,2010,Feb-10,,,12/1/2009,54.12
San Luis,2010,Mar-10,,,12/1/2009,54.26
San Luis,2010,abr-10,,,12/1/2009,53.63
San Luis,2010,May-10,,,12/1/2009,53.22
San Luis,2010,Jun-10,,,12/1/2009,53.30
San Luis,2010,Jul-10,,,12/1/2009,53.06
San Luis,2010,ago-10,,,12/1/2009,52.95
San Luis,2010,Sep-10,,,12/1/2009,53.10
San Luis,2010,Oct-10,,,12/1/2009,53.99
San Luis,2010,Nov-10,,,12/1/2009,54.88
San Luis,2010,dic-10,,,12/1/2009,55.17
San Luis,2011,ene-11,,,12/1/2010,55.27
San Luis,2011,Feb-11,,,12/1/2010,55.07
San Luis,2011,Mar-11,,,12/1/2010,54.92
San Luis,2011,abr-11,,,12/1/2010,54.58
San Luis,2011,May-11,,,12/1/2010,54.72
San Luis,2011,Jun-11,,,12/1/2010,54.69
San Luis,2011,Jul-11,,,12/1/2010,54.42
San Luis,2011,ago-11,,,12/1/2010,55.11
San Luis,2011,Sep-11,,,12/1/2010,54.80
San Luis,2011,Oct-11,,,12/1/2010,55.86
San Luis,2011,Nov-11,,,12/1/2010,56.14
San Luis,2011,dic-11,,,12/1/2010,56.64
San Luis,2012,ene-12,,,12/1/2011,56.89
San Luis,2012,Feb-12,,,12/1/2011,56.52
San Luis,2012,Mar-12,,,12/1/2011,56.90
San Luis,2012,abr-12,,,12/1/2011,56.43
San Luis,2012,May-12,,,12/1/2011,56.17
San Luis,2012,Jun-12,,,12/1/2011,55.93
San Luis,2012,Jul-12,,,12/1/2011,55.71
San Luis,2012,ago-12,,,12/1/2011,55.55
San Luis,2012,Sep-12,,,12/1/2011,55.15
San Luis,2012,Oct-12,,,12/1/2011,55.67
San Luis,2012,Nov-12,,,12/1/2011,55.90
San Luis,2012,dic-12,,,12/1/2011,56.09
San Luis,2013,ene-13,,,12/1/2012,55.96
San Luis,2013,Feb-13,,,12/1/2012,55.80
San Luis,2013,Mar-13,,,12/1/2012,56.23
San Luis,2013,abr-13,,,12/1/2012,56.31
San Luis,2013,May-13,,,12/1/2012,56.07
San Luis,2013,Jun-13,,,12/1/2012,55.93
San Luis,2013,Jul-13,,,12/1/2012,56.16
San Luis,2013,ago-13,,,12/1/2012,56.42
San Luis,2013,Sep-13,,,12/1/2012,56.48
San Luis,2013,Oct-13,,,12/1/2012,56.84
San Luis,2013,Nov-13,,,12/1/2012,57.40
San Luis,2013,dic-13,,,12/1/2012,57.50
San Luis,2014,ene-14,,,12/1/2013,58.36
San Luis,2014,Feb-14,,,12/1/2013,57.83
San Luis,2014,Mar-14,,,12/1/2013,57.42
San Luis,2014,abr-14,,,12/1/2013,57.01
San Luis,2014,May-14,,,12/1/2013,57.02
San Luis,2014,Jun-14,,,12/1/2013,57.50
San Luis,2014,Jul-14,,,12/1/2013,57.25
San Luis,2014,ago-14,,,12/1/2013,57.34
San Luis,2014,Sep-14,,,12/1/2013,57.60
San Luis,2014,Oct-14,,,12/1/2013,57.61
San Luis,2014,Nov-14,,,12/1/2013,58.06
San Luis,2014,dic-14,,,12/1/2013,59.15
San Luis,2015,ene-15,,,12/1/2014,60.05
San Luis,2015,Feb-15,,,12/1/2014,60.69
San Luis,2015,Mar-15,,,12/1/2014,61.36
San Luis,2015,abr-15,,,12/1/2014,61.16
San Luis,2015,May-15,,,12/1/2014,61.58
San Luis,2015,Jun-15,,,12/1/2014,61.33
San Luis,2015,Jul-15,,,12/1/2014,61.31
San Luis,2015,ago-15,,,12/1/2014,61.77
San Luis,2015,Sep-15,,,12/1/2014,61.70
San Luis,2015,Oct-15,,,12/1/2014,61.61
San Luis,2015,Nov-15,,,12/1/2014,60.84
San Luis,2015,dic-15,,,12/1/2014,59.61
San Luis,2016,ene-16,,,12/1/2015,59.31
San Luis,2016,Feb-16,,,12/1/2015,59.19
San Luis,2016,Mar-16,,,12/1/2015,59.44
San Luis,2016,abr-16,,,12/1/2015,58.58
San Luis,2016,May-16,,,12/1/2015,57.98
San Luis,2016,Jun-16,,,12/1/2015,57.40
San Luis,2016,Jul-16,,,12/1/2015,56.51
San Luis,2016,ago-16,,,12/1/2015,56.17
San Luis,2016,Sep-16,,,12/1/2015,56.16
San Luis,2016,Oct-16,,,12/1/2015,56.38
San Luis,2016,Nov-16,,,12/1/2015,56.64
San Luis,2016,dic-16,,,12/1/2015,56.81
San Luis,2017,ene-17,,,12/1/2016,57.22
San Luis,2017,Feb-17,,,12/1/2016,56.74
San Luis,2017,Mar-17,,,12/1/2016,57.07
San Luis,2017,abr-17,,,12/1/2016,55.96
San Luis,2017,May-17,,,12/1/2016,56.01
San Luis,2017,Jun-17,,,12/1/2016,56.15
San Luis,2017,Jul-17,,,12/1/2016,56.00
San Luis,2017,ago-17,,,12/1/2016,55.97
San Luis,2017,Sep-17,,,12/1/2016,55.72
San Luis,2017,Oct-17,,,12/1/2016,55.81
San Luis,2017,Nov-17,,,12/1/2016,55.71
San Luis,2017,dic-17,,,12/1/2016,55.91
San Luis,2018,ene-18,,,12/1/2017,56.12
San Luis,2018,Feb-18,,,12/1/2017,56.08
San Luis,2018,Mar-18,,,12/1/2017,56.19
San Luis,2018,abr-18,,,12/1/2017,55.72
San Luis,2018,May-18,,,12/1/2017,55.21
San Luis,2018,Jun-18,,,12/1/2017,54.59
San Luis,2018,Jul-18,,,12/1/2017,53.95
San Luis,2018,ago-18,,,12/1/2017,53.42
San Luis,2018,Sep-18,,,12/1/2017,53.11
San Luis,2018,Oct-18,,,12/1/2017,52.94
San Luis,2018,Nov-18,,,12/1/2017,52.77
San Luis,2018,dic-18,,,12/1/2017,52.57
San Luis,2019,ene-19,,,12/1/2018,53.33
San Luis,2019,Feb-19,,,12/1/2018,53.50
San Luis,2019,Mar-19,,,12/1/2018,52.99
San Luis,2019,abr-19,,,12/1/2018,53.05
San Luis,2019,May-19,,,12/1/2018,53.38
San Luis,2019,Jun-19,,,12/1/2018,53.15
San Luis,2019,Jul-19,,,12/1/2018,52.94
San Luis,2019,ago-19,,,12/1/2018,52.51
San Luis,2019,Sep-19,,,12/1/2018,52.42
San Luis,2019,Oct-19,,,12/1/2018,51.95
San Luis,2019,Nov-19,,,12/1/2018,51.44
San Luis,2019,dic-19,,,12/1/2018,51.44
San Luis,2020,ene-20,,,12/1/2019,51.38
San Luis,2020,Feb-20,,,12/1/2019,51.12
San Luis,2020,Mar-20,,,12/1/2019,50.75
San Luis,2020,abr-20,,,12/1/2019,49.90
San Luis,2020,May-20,,,12/1/2019,49.83
San Luis,2020,Jun-20,,,12/1/2019,49.69
San Luis,2020,Jul-20,,,12/1/2019,50.11
San Luis,2020,ago-20,,,12/1/2019,50.14
San Luis,2020,Sep-20,,,12/1/2019,50.34
San Luis,2020,Oct-20,,,12/1/2019,50.79
San Luis,2020,Nov-20,,,12/1/2019,51.29
San Luis,2020,dic-20,,,12/1/2019,51.64
San Luis,2021,ene-21,,,12/1/2020,52.22
San Luis,2021,Feb-21,,,12/1/2020,52.27
San Luis,2021,Mar-21,,,12/1/2020,52.43
San Luis,2021,abr-21,,,12/1/2020,52.00
San Luis,2021,May-21,,,12/1/2020,51.86
San Luis,2021,Jun-21,,,12/1/2020,51.55
San Luis,2021,Jul-21,,,12/1/2020,51.32
San Luis,2021,ago-21,,,12/1/2020,51.63
San Luis,2021,Sep-21,,,12/1/2020,51.55
San Luis,2021,Oct-21,,,12/1/2020,51.94
Santa Cruz,2009,ene-09,,,12/1/2008,54.74
Santa Cruz,2009,Feb-09,,,12/1/2008,55.17
Santa Cruz,2009,Mar-09,,,12/1/2008,54.72
Santa Cruz,2009,abr-09,,,12/1/2008,53.98
Santa Cruz,2009,May-09,,,12/1/2008,52.94
Santa Cruz,2009,Jun-09,,,12/1/2008,51.23
Santa Cruz,2009,Jul-09,,,12/1/2008,50.63
Santa Cruz,2009,ago-09,,,12/1/2008,50.67
Santa Cruz,2009,Sep-09,,,12/1/2008,51.68
Santa Cruz,2009,Oct-09,,,12/1/2008,51.75
Santa Cruz,2009,Nov-09,,,12/1/2008,51.81
Santa Cruz,2009,dic-09,,,12/1/2008,52.36
Santa Cruz,2010,ene-10,,,12/1/2009,53.05
Santa Cruz,2010,Feb-10,,,12/1/2009,53.64
Santa Cruz,2010,Mar-10,,,12/1/2009,53.87
Santa Cruz,2010,abr-10,,,12/1/2009,52.91
Santa Cruz,2010,May-10,,,12/1/2009,51.97
Santa Cruz,2010,Jun-10,,,12/1/2009,51.35
Santa Cruz,2010,Jul-10,,,12/1/2009,51.29
Santa Cruz,2010,ago-10,,,12/1/2009,51.83
Santa Cruz,2010,Sep-10,,,12/1/2009,53.17
Santa Cruz,2010,Oct-10,,,12/1/2009,53.58
Santa Cruz,2010,Nov-10,,,12/1/2009,54.75
Santa Cruz,2010,dic-10,,,12/1/2009,55.28
Santa Cruz,2011,ene-11,,,12/1/2010,56.62
Santa Cruz,2011,Feb-11,,,12/1/2010,58.03
Santa Cruz,2011,Mar-11,,,12/1/2010,58.74
Santa Cruz,2011,abr-11,,,12/1/2010,58.51
Santa Cruz,2011,May-11,,,12/1/2010,57.95
Santa Cruz,2011,Jun-11,,,12/1/2010,57.52
Santa Cruz,2011,Jul-11,,,12/1/2010,56.59
Santa Cruz,2011,ago-11,,,12/1/2010,56.91
Santa Cruz,2011,Sep-11,,,12/1/2010,58.41
Santa Cruz,2011,Oct-11,,,12/1/2010,59.67
Santa Cruz,2011,Nov-11,,,12/1/2010,60.04
Santa Cruz,2011,dic-11,,,12/1/2010,60.43
Santa Cruz,2012,ene-12,,,12/1/2011,61.39
Santa Cruz,2012,Feb-12,,,12/1/2011,61.91
Santa Cruz,2012,Mar-12,,,12/1/2011,62.51
Santa Cruz,2012,abr-12,,,12/1/2011,61.90
Santa Cruz,2012,May-12,,,12/1/2011,61.19
Santa Cruz,2012,Jun-12,,,12/1/2011,59.92
Santa Cruz,2012,Jul-12,,,12/1/2011,59.08
Santa Cruz,2012,ago-12,,,12/1/2011,59.41
Santa Cruz,2012,Sep-12,,,12/1/2011,59.88
Santa Cruz,2012,Oct-12,,,12/1/2011,60.89
Santa Cruz,2012,Nov-12,,,12/1/2011,60.71
Santa Cruz,2012,dic-12,,,12/1/2011,61.00
Santa Cruz,2013,ene-13,,,12/1/2012,61.53
Santa Cruz,2013,Feb-13,,,12/1/2012,62.44
Santa Cruz,2013,Mar-13,,,12/1/2012,62.48
Santa Cruz,2013,abr-13,,,12/1/2012,61.87
Santa Cruz,2013,May-13,,,12/1/2012,61.04
Santa Cruz,2013,Jun-13,,,12/1/2012,59.71
Santa Cruz,2013,Jul-13,,,12/1/2012,59.30
Santa Cruz,2013,ago-13,,,12/1/2012,59.58
Santa Cruz,2013,Sep-13,,,12/1/2012,60.18
Santa Cruz,2013,Oct-13,,,12/1/2012,60.94
Santa Cruz,2013,Nov-13,,,12/1/2012,61.36
Santa Cruz,2013,dic-13,,,12/1/2012,61.33
Santa Cruz,2014,ene-14,,,12/1/2013,61.27
Santa Cruz,2014,Feb-14,,,12/1/2013,62.36
Santa Cruz,2014,Mar-14,,,12/1/2013,62.33
Santa Cruz,2014,abr-14,,,12/1/2013,62.16
Santa Cruz,2014,May-14,,,12/1/2013,61.98
Santa Cruz,2014,Jun-14,,,12/1/2013,61.56
Santa Cruz,2014,Jul-14,,,12/1/2013,61.16
Santa Cruz,2014,ago-14,,,12/1/2013,61.35
Santa Cruz,2014,Sep-14,,,12/1/2013,62.09
Santa Cruz,2014,Oct-14,,,12/1/2013,63.07
Santa Cruz,2014,Nov-14,,,12/1/2013,62.79
Santa Cruz,2014,dic-14,,,12/1/2013,63.33
Santa Cruz,2015,ene-15,,,12/1/2014,62.99
Santa Cruz,2015,Feb-15,,,12/1/2014,63.83
Santa Cruz,2015,Mar-15,,,12/1/2014,64.14
Santa Cruz,2015,abr-15,,,12/1/2014,64.17
Santa Cruz,2015,May-15,,,12/1/2014,63.84
Santa Cruz,2015,Jun-15,,,12/1/2014,63.49
Santa Cruz,2015,Jul-15,,,12/1/2014,63.17
Santa Cruz,2015,ago-15,,,12/1/2014,63.71
Santa Cruz,2015,Sep-15,,,12/1/2014,64.28
Santa Cruz,2015,Oct-15,,,12/1/2014,64.84
Santa Cruz,2015,Nov-15,,,12/1/2014,64.75
Santa Cruz,2015,dic-15,,,12/1/2014,64.05
Santa Cruz,2016,ene-16,,,12/1/2015,63.30
Santa Cruz,2016,Feb-16,,,12/1/2015,62.39
Santa Cruz,2016,Mar-16,,,12/1/2015,61.15
Santa Cruz,2016,abr-16,,,12/1/2015,59.85
Santa Cruz,2016,May-16,,,12/1/2015,59.03
Santa Cruz,2016,Jun-16,,,12/1/2015,58.23
Santa Cruz,2016,Jul-16,,,12/1/2015,58.04
Santa Cruz,2016,ago-16,,,12/1/2015,57.77
Santa Cruz,2016,Sep-16,,,12/1/2015,57.81
Santa Cruz,2016,Oct-16,,,12/1/2015,58.19
Santa Cruz,2016,Nov-16,,,12/1/2015,58.18
Santa Cruz,2016,dic-16,,,12/1/2015,58.21
Santa Cruz,2017,ene-17,,,12/1/2016,59.09
Santa Cruz,2017,Feb-17,,,12/1/2016,59.50
Santa Cruz,2017,Mar-17,,,12/1/2016,59.44
Santa Cruz,2017,abr-17,,,12/1/2016,58.13
Santa Cruz,2017,May-17,,,12/1/2016,57.78
Santa Cruz,2017,Jun-17,,,12/1/2016,57.03
Santa Cruz,2017,Jul-17,,,12/1/2016,56.72
Santa Cruz,2017,ago-17,,,12/1/2016,56.91
Santa Cruz,2017,Sep-17,,,12/1/2016,57.25
Santa Cruz,2017,Oct-17,,,12/1/2016,57.56
Santa Cruz,2017,Nov-17,,,12/1/2016,57.56
Santa Cruz,2017,dic-17,,,12/1/2016,57.06
Santa Cruz,2018,ene-18,,,12/1/2017,57.84
Santa Cruz,2018,Feb-18,,,12/1/2017,57.42
Santa Cruz,2018,Mar-18,,,12/1/2017,57.20
Santa Cruz,2018,abr-18,,,12/1/2017,56.18
Santa Cruz,2018,May-18,,,12/1/2017,55.89
Santa Cruz,2018,Jun-18,,,12/1/2017,54.93
Santa Cruz,2018,Jul-18,,,12/1/2017,54.64
Santa Cruz,2018,ago-18,,,12/1/2017,55.18
Santa Cruz,2018,Sep-18,,,12/1/2017,55.08
Santa Cruz,2018,Oct-18,,,12/1/2017,55.85
Santa Cruz,2018,Nov-18,,,12/1/2017,55.97
Santa Cruz,2018,dic-18,,,12/1/2017,56.51
Santa Cruz,2019,ene-19,,,12/1/2018,57.89
Santa Cruz,2019,Feb-19,,,12/1/2018,58.56
Santa Cruz,2019,Mar-19,,,12/1/2018,57.98
Santa Cruz,2019,abr-19,,,12/1/2018,56.53
Santa Cruz,2019,May-19,,,12/1/2018,55.53
Santa Cruz,2019,Jun-19,,,12/1/2018,55.76
Santa Cruz,2019,Jul-19,,,12/1/2018,55.66
Santa Cruz,2019,ago-19,,,12/1/2018,55.93
Santa Cruz,2019,Sep-19,,,12/1/2018,56.42
Santa Cruz,2019,Oct-19,,,12/1/2018,56.82
Santa Cruz,2019,Nov-19,,,12/1/2018,56.73
Santa Cruz,2019,dic-19,,,12/1/2018,56.56
Santa Cruz,2020,ene-20,,,12/1/2019,57.45
Santa Cruz,2020,Feb-20,,,12/1/2019,58.21
Santa Cruz,2020,Mar-20,,,12/1/2019,57.60
Santa Cruz,2020,abr-20,,,12/1/2019,55.02
Santa Cruz,2020,May-20,,,12/1/2019,54.97
Santa Cruz,2020,Jun-20,,,12/1/2019,54.56
Santa Cruz,2020,Jul-20,,,12/1/2019,54.12
Santa Cruz,2020,ago-20,,,12/1/2019,54.97
Santa Cruz,2020,Sep-20,,,12/1/2019,55.20
Santa Cruz,2020,Oct-20,,,12/1/2019,55.18
Santa Cruz,2020,Nov-20,,,12/1/2019,55.02
Santa Cruz,2020,dic-20,,,12/1/2019,54.74
Santa Cruz,2021,ene-21,,,12/1/2020,55.65
Santa Cruz,2021,Feb-21,,,12/1/2020,56.29
Santa Cruz,2021,Mar-21,,,12/1/2020,56.67
Santa Cruz,2021,abr-21,,,12/1/2020,56.70
Santa Cruz,2021,May-21,,,12/1/2020,56.56
Santa Cruz,2021,Jun-21,,,12/1/2020,56.65
Santa Cruz,2021,Jul-21,,,12/1/2020,56.54
Santa Cruz,2021,ago-21,,,12/1/2020,56.84
Santa Cruz,2021,Sep-21,,,12/1/2020,57.56
Santa Cruz,2021,Oct-21,,,12/1/2020,57.49
Santa Fe,2009,ene-09,,,12/1/2008,459.33
Santa Fe,2009,Feb-09,,,12/1/2008,453.64
Santa Fe,2009,Mar-09,,,12/1/2008,454.63
Santa Fe,2009,abr-09,,,12/1/2008,452.58
Santa Fe,2009,May-09,,,12/1/2008,449.09
Santa Fe,2009,Jun-09,,,12/1/2008,447.71
Santa Fe,2009,Jul-09,,,12/1/2008,446.60
Santa Fe,2009,ago-09,,,12/1/2008,445.56
Santa Fe,2009,Sep-09,,,12/1/2008,450.31
Santa Fe,2009,Oct-09,,,12/1/2008,453.29
Santa Fe,2009,Nov-09,,,12/1/2008,455.46
Santa Fe,2009,dic-09,,,12/1/2008,459.49
Santa Fe,2010,ene-10,,,12/1/2009,455.26
Santa Fe,2010,Feb-10,,,12/1/2009,454.95
Santa Fe,2010,Mar-10,,,12/1/2009,459.45
Santa Fe,2010,abr-10,,,12/1/2009,459.57
Santa Fe,2010,May-10,,,12/1/2009,459.01
Santa Fe,2010,Jun-10,,,12/1/2009,459.96
Santa Fe,2010,Jul-10,,,12/1/2009,460.33
Santa Fe,2010,ago-10,,,12/1/2009,462.06
Santa Fe,2010,Sep-10,,,12/1/2009,464.50
Santa Fe,2010,Oct-10,,,12/1/2009,467.31
Santa Fe,2010,Nov-10,,,12/1/2009,472.01
Santa Fe,2010,dic-10,,,12/1/2009,477.79
Santa Fe,2011,ene-11,,,12/1/2010,475.04
Santa Fe,2011,Feb-11,,,12/1/2010,474.12
Santa Fe,2011,Mar-11,,,12/1/2010,478.84
Santa Fe,2011,abr-11,,,12/1/2010,481.31
Santa Fe,2011,May-11,,,12/1/2010,482.33
Santa Fe,2011,Jun-11,,,12/1/2010,484.44
Santa Fe,2011,Jul-11,,,12/1/2010,484.30
Santa Fe,2011,ago-11,,,12/1/2010,487.82
Santa Fe,2011,Sep-11,,,12/1/2010,488.52
Santa Fe,2011,Oct-11,,,12/1/2010,490.65
Santa Fe,2011,Nov-11,,,12/1/2010,495.20
Santa Fe,2011,dic-11,,,12/1/2010,497.97
Santa Fe,2012,ene-12,,,12/1/2011,493.46
Santa Fe,2012,Feb-12,,,12/1/2011,490.29
Santa Fe,2012,Mar-12,,,12/1/2011,493.34
Santa Fe,2012,abr-12,,,12/1/2011,492.66
Santa Fe,2012,May-12,,,12/1/2011,492.01
Santa Fe,2012,Jun-12,,,12/1/2011,491.11
Santa Fe,2012,Jul-12,,,12/1/2011,488.64
Santa Fe,2012,ago-12,,,12/1/2011,488.55
Santa Fe,2012,Sep-12,,,12/1/2011,487.66
Santa Fe,2012,Oct-12,,,12/1/2011,490.89
Santa Fe,2012,Nov-12,,,12/1/2011,492.75
Santa Fe,2012,dic-12,,,12/1/2011,495.68
Santa Fe,2013,ene-13,,,12/1/2012,493.58
Santa Fe,2013,Feb-13,,,12/1/2012,491.60
Santa Fe,2013,Mar-13,,,12/1/2012,494.82
Santa Fe,2013,abr-13,,,12/1/2012,495.18
Santa Fe,2013,May-13,,,12/1/2012,496.23
Santa Fe,2013,Jun-13,,,12/1/2012,493.95
Santa Fe,2013,Jul-13,,,12/1/2012,493.37
Santa Fe,2013,ago-13,,,12/1/2012,494.56
Santa Fe,2013,Sep-13,,,12/1/2012,493.46
Santa Fe,2013,Oct-13,,,12/1/2012,495.61
Santa Fe,2013,Nov-13,,,12/1/2012,498.99
Santa Fe,2013,dic-13,,,12/1/2012,499.99
Santa Fe,2014,ene-14,,,12/1/2013,496.39
Santa Fe,2014,Feb-14,,,12/1/2013,492.21
Santa Fe,2014,Mar-14,,,12/1/2013,493.00
Santa Fe,2014,abr-14,,,12/1/2013,494.10
Santa Fe,2014,May-14,,,12/1/2013,494.61
Santa Fe,2014,Jun-14,,,12/1/2013,494.94
Santa Fe,2014,Jul-14,,,12/1/2013,494.36
Santa Fe,2014,ago-14,,,12/1/2013,494.20
Santa Fe,2014,Sep-14,,,12/1/2013,494.37
Santa Fe,2014,Oct-14,,,12/1/2013,496.22
Santa Fe,2014,Nov-14,,,12/1/2013,498.41
Santa Fe,2014,dic-14,,,12/1/2013,500.78
Santa Fe,2015,ene-15,,,12/1/2014,497.83
Santa Fe,2015,Feb-15,,,12/1/2014,495.81
Santa Fe,2015,Mar-15,,,12/1/2014,499.87
Santa Fe,2015,abr-15,,,12/1/2014,502.00
Santa Fe,2015,May-15,,,12/1/2014,500.82
Santa Fe,2015,Jun-15,,,12/1/2014,503.30
Santa Fe,2015,Jul-15,,,12/1/2014,501.42
Santa Fe,2015,ago-15,,,12/1/2014,502.84
Santa Fe,2015,Sep-15,,,12/1/2014,502.17
Santa Fe,2015,Oct-15,,,12/1/2014,504.58
Santa Fe,2015,Nov-15,,,12/1/2014,505.83
Santa Fe,2015,dic-15,,,12/1/2014,505.02
Santa Fe,2016,ene-16,,,12/1/2015,501.06
Santa Fe,2016,Feb-16,,,12/1/2015,499.32
Santa Fe,2016,Mar-16,,,12/1/2015,502.33
Santa Fe,2016,abr-16,,,12/1/2015,499.76
Santa Fe,2016,May-16,,,12/1/2015,499.18
Santa Fe,2016,Jun-16,,,12/1/2015,499.09
Santa Fe,2016,Jul-16,,,12/1/2015,497.59
Santa Fe,2016,ago-16,,,12/1/2015,498.99
Santa Fe,2016,Sep-16,,,12/1/2015,499.30
Santa Fe,2016,Oct-16,,,12/1/2015,501.17
Santa Fe,2016,Nov-16,,,12/1/2015,504.01
Santa Fe,2016,dic-16,,,12/1/2015,505.00
Santa Fe,2017,ene-17,,,12/1/2016,502.37
Santa Fe,2017,Feb-17,,,12/1/2016,502.53
Santa Fe,2017,Mar-17,,,12/1/2016,506.59
Santa Fe,2017,abr-17,,,12/1/2016,502.84
Santa Fe,2017,May-17,,,12/1/2016,506.24
Santa Fe,2017,Jun-17,,,12/1/2016,505.21
Santa Fe,2017,Jul-17,,,12/1/2016,504.06
Santa Fe,2017,ago-17,,,12/1/2016,505.51
Santa Fe,2017,Sep-17,,,12/1/2016,507.13
Santa Fe,2017,Oct-17,,,12/1/2016,510.93
Santa Fe,2017,Nov-17,,,12/1/2016,513.58
Santa Fe,2017,dic-17,,,12/1/2016,514.27
Santa Fe,2018,ene-18,,,12/1/2017,510.55
Santa Fe,2018,Feb-18,,,12/1/2017,509.09
Santa Fe,2018,Mar-18,,,12/1/2017,511.72
Santa Fe,2018,abr-18,,,12/1/2017,510.87
Santa Fe,2018,May-18,,,12/1/2017,510.05
Santa Fe,2018,Jun-18,,,12/1/2017,507.73
Santa Fe,2018,Jul-18,,,12/1/2017,505.74
Santa Fe,2018,ago-18,,,12/1/2017,509.73
Santa Fe,2018,Sep-18,,,12/1/2017,506.79
Santa Fe,2018,Oct-18,,,12/1/2017,507.28
Santa Fe,2018,Nov-18,,,12/1/2017,505.77
Santa Fe,2018,dic-18,,,12/1/2017,504.47
Santa Fe,2019,ene-19,,,12/1/2018,501.09
Santa Fe,2019,Feb-19,,,12/1/2018,501.30
Santa Fe,2019,Mar-19,,,12/1/2018,501.13
Santa Fe,2019,abr-19,,,12/1/2018,501.17
Santa Fe,2019,May-19,,,12/1/2018,500.83
Santa Fe,2019,Jun-19,,,12/1/2018,499.17
Santa Fe,2019,Jul-19,,,12/1/2018,496.97
Santa Fe,2019,ago-19,,,12/1/2018,498.57
Santa Fe,2019,Sep-19,,,12/1/2018,496.61
Santa Fe,2019,Oct-19,,,12/1/2018,494.81
Santa Fe,2019,Nov-19,,,12/1/2018,493.87
Santa Fe,2019,dic-19,,,12/1/2018,493.06
Santa Fe,2020,ene-20,,,12/1/2019,488.12
Santa Fe,2020,Feb-20,,,12/1/2019,486.72
Santa Fe,2020,Mar-20,,,12/1/2019,487.42
Santa Fe,2020,abr-20,,,12/1/2019,478.04
Santa Fe,2020,May-20,,,12/1/2019,474.68
Santa Fe,2020,Jun-20,,,12/1/2019,474.01
Santa Fe,2020,Jul-20,,,12/1/2019,474.21
Santa Fe,2020,ago-20,,,12/1/2019,475.35
Santa Fe,2020,Sep-20,,,12/1/2019,477.08
Santa Fe,2020,Oct-20,,,12/1/2019,479.09
Santa Fe,2020,Nov-20,,,12/1/2019,481.45
Santa Fe,2020,dic-20,,,12/1/2019,482.72
Santa Fe,2021,ene-21,,,12/1/2020,483.04
Santa Fe,2021,Feb-21,,,12/1/2020,484.28
Santa Fe,2021,Mar-21,,,12/1/2020,488.69
Santa Fe,2021,abr-21,,,12/1/2020,491.00
Santa Fe,2021,May-21,,,12/1/2020,490.08
Santa Fe,2021,Jun-21,,,12/1/2020,488.50
Santa Fe,2021,Jul-21,,,12/1/2020,488.99
Santa Fe,2021,ago-21,,,12/1/2020,491.36
Santa Fe,2021,Sep-21,,,12/1/2020,493.58
Santa Fe,2021,Oct-21,,,12/1/2020,496.17
Santiago del Estero,2009,ene-09,,,12/1/2008,41.93
Santiago del Estero,2009,Feb-09,,,12/1/2008,41.99
Santiago del Estero,2009,Mar-09,,,12/1/2008,42.33
Santiago del Estero,2009,abr-09,,,12/1/2008,42.55
Santiago del Estero,2009,May-09,,,12/1/2008,42.51
Santiago del Estero,2009,Jun-09,,,12/1/2008,43.10
Santiago del Estero,2009,Jul-09,,,12/1/2008,43.66
Santiago del Estero,2009,ago-09,,,12/1/2008,43.19
Santiago del Estero,2009,Sep-09,,,12/1/2008,43.21
Santiago del Estero,2009,Oct-09,,,12/1/2008,42.92
Santiago del Estero,2009,Nov-09,,,12/1/2008,42.59
Santiago del Estero,2009,dic-09,,,12/1/2008,42.43
Santiago del Estero,2010,ene-10,,,12/1/2009,42.38
Santiago del Estero,2010,Feb-10,,,12/1/2009,42.62
Santiago del Estero,2010,Mar-10,,,12/1/2009,43.53
Santiago del Estero,2010,abr-10,,,12/1/2009,44.92
Santiago del Estero,2010,May-10,,,12/1/2009,45.22
Santiago del Estero,2010,Jun-10,,,12/1/2009,45.32
Santiago del Estero,2010,Jul-10,,,12/1/2009,46.17
Santiago del Estero,2010,ago-10,,,12/1/2009,46.97
Santiago del Estero,2010,Sep-10,,,12/1/2009,47.34
Santiago del Estero,2010,Oct-10,,,12/1/2009,46.26
Santiago del Estero,2010,Nov-10,,,12/1/2009,46.15
Santiago del Estero,2010,dic-10,,,12/1/2009,46.27
Santiago del Estero,2011,ene-11,,,12/1/2010,45.44
Santiago del Estero,2011,Feb-11,,,12/1/2010,45.75
Santiago del Estero,2011,Mar-11,,,12/1/2010,46.35
Santiago del Estero,2011,abr-11,,,12/1/2010,47.29
Santiago del Estero,2011,May-11,,,12/1/2010,48.04
Santiago del Estero,2011,Jun-11,,,12/1/2010,48.42
Santiago del Estero,2011,Jul-11,,,12/1/2010,48.50
Santiago del Estero,2011,ago-11,,,12/1/2010,48.93
Santiago del Estero,2011,Sep-11,,,12/1/2010,48.37
Santiago del Estero,2011,Oct-11,,,12/1/2010,48.42
Santiago del Estero,2011,Nov-11,,,12/1/2010,47.85
Santiago del Estero,2011,dic-11,,,12/1/2010,47.51
Santiago del Estero,2012,ene-12,,,12/1/2011,46.74
Santiago del Estero,2012,Feb-12,,,12/1/2011,46.58
Santiago del Estero,2012,Mar-12,,,12/1/2011,47.04
Santiago del Estero,2012,abr-12,,,12/1/2011,47.38
Santiago del Estero,2012,May-12,,,12/1/2011,47.42
Santiago del Estero,2012,Jun-12,,,12/1/2011,47.04
