provincia,anio,mes,Mes_Numero,Fecha_Completa,Fecha_Procesada,empleados_registrados_miles
Formosa,2009,Jun-09,,,12/1/2008,21.61
Formosa,2009,Jul-09,,,12/1/2008,22.31
Formosa,2009,ago-09,,,12/1/2008,22.02
Formosa,2009,Sep-09,,,12/1/2008,22.09
Formosa,2009,Oct-09,,,12/1/2008,22.00
Formosa,2009,Nov-09,,,12/1/2008,22.03
Formosa,2009,dic-09,,,12/1/2008,21.85
Formosa,2010,ene-10,,,12/1/2009,21.54
Formosa,2010,Feb-10,,,12/1/2009,21.87
Formosa,2010,Mar-10,,,12/1/2009,22.08
Formosa,2010,abr-10,,,12/1/2009,22.16
Formosa,2010,May-10,,,12/1/2009,22.19
Formosa,2010,Jun-10,,,12/1/2009,22.25
Formosa,2010,Jul-10,,,12/1/2009,22.52
Formosa,2010,ago-10,,,12/1/2009,23.13
Formosa,2010,Sep-10,,,12/1/2009,23.45
Formosa,2010,Oct-10,,,12/1/2009,23.93
Formosa,2010,Nov-10,,,12/1/2009,24.13
Formosa,2010,dic-10,,,12/1/2009,23.87
Formosa,2011,ene-11,,,12/1/2010,23.81
Formosa,2011,Feb-11,,,12/1/2010,24.14
Formosa,2011,Mar-11,,,12/1/2010,24.55
Formosa,2011,abr-11,,,12/1/2010,24.81
Formosa,2011,May-11,,,12/1/2010,25.15
Formosa,2011,Jun-11,,,12/1/2010,25.92
Formosa,2011,Jul-11,,,12/1/2010,26.13
Formosa,2011,ago-11,,,12/1/2010,26.78
Formosa,2011,Sep-11,,,12/1/2010,26.72
Formosa,2011,Oct-11,,,12/1/2010,26.74
Formosa,2011,Nov-11,,,12/1/2010,26.77
Formosa,2011,dic-11,,,12/1/2010,26.11
Formosa,2012,ene-12,,,12/1/2011,25.83
Formosa,2012,Feb-12,,,12/1/2011,26.16
Formosa,2012,Mar-12,,,12/1/2011,25.97
Formosa,2012,abr-12,,,12/1/2011,25.70
Formosa,2012,May-12,,,12/1/2011,25.71
Formosa,2012,Jun-12,,,12/1/2011,25.40
Formosa,2012,Jul-12,,,12/1/2011,24.98
Formosa,2012,ago-12,,,12/1/2011,25.23
Formosa,2012,Sep-12,,,12/1/2011,25.21
Formosa,2012,Oct-12,,,12/1/2011,25.29
Formosa,2012,Nov-12,,,12/1/2011,25.32
Formosa,2012,dic-12,,,12/1/2011,25.01
Formosa,2013,ene-13,,,12/1/2012,24.90
Formosa,2013,Feb-13,,,12/1/2012,25.03
Formosa,2013,Mar-13,,,12/1/2012,25.14
Formosa,2013,abr-13,,,12/1/2012,25.30
Formosa,2013,May-13,,,12/1/2012,25.45
Formosa,2013,Jun-13,,,12/1/2012,25.40
Formosa,2013,Jul-13,,,12/1/2012,25.79
Formosa,2013,ago-13,,,12/1/2012,26.17
Formosa,2013,Sep-13,,,12/1/2012,26.10
Formosa,2013,Oct-13,,,12/1/2012,27.18
Formosa,2013,Nov-13,,,12/1/2012,27.84
Formosa,2013,dic-13,,,12/1/2012,27.32
Formosa,2014,ene-14,,,12/1/2013,27.25
Formosa,2014,Feb-14,,,12/1/2013,27.01
Formosa,2014,Mar-14,,,12/1/2013,27.01
Formosa,2014,abr-14,,,12/1/2013,26.98
Formosa,2014,May-14,,,12/1/2013,27.13
Formosa,2014,Jun-14,,,12/1/2013,27.28
Formosa,2014,Jul-14,,,12/1/2013,27.24
Formosa,2014,ago-14,,,12/1/2013,25.72
Formosa,2014,Sep-14,,,12/1/2013,25.90
Formosa,2014,Oct-14,,,12/1/2013,26.09
Formosa,2014,Nov-14,,,12/1/2013,26.17
Formosa,2014,dic-14,,,12/1/2013,26.07
Formosa,2015,ene-15,,,12/1/2014,25.67
Formosa,2015,Feb-15,,,12/1/2014,25.97
Formosa,2015,Mar-15,,,12/1/2014,26.57
Formosa,2015,abr-15,,,12/1/2014,26.85
Formosa,2015,May-15,,,12/1/2014,27.23
Formosa,2015,Jun-15,,,12/1/2014,27.78
Formosa,2015,Jul-15,,,12/1/2014,28.25
Formosa,2015,ago-15,,,12/1/2014,29.08
Formosa,2015,Sep-15,,,12/1/2014,28.99
Formosa,2015,Oct-15,,,12/1/2014,29.21
Formosa,2015,Nov-15,,,12/1/2014,28.97
Formosa,2015,dic-15,,,12/1/2014,27.77
Formosa,2016,ene-16,,,12/1/2015,27.06
Formosa,2016,Feb-16,,,12/1/2015,26.72
Formosa,2016,Mar-16,,,12/1/2015,26.80
Formosa,2016,abr-16,,,12/1/2015,26.84
Formosa,2016,May-16,,,12/1/2015,26.89
Formosa,2016,Jun-16,,,12/1/2015,26.92
Formosa,2016,Jul-16,,,12/1/2015,26.86
Formosa,2016,ago-16,,,12/1/2015,26.86
Formosa,2016,Sep-16,,,12/1/2015,26.94
Formosa,2016,Oct-16,,,12/1/2015,26.99
Formosa,2016,Nov-16,,,12/1/2015,26.93
Formosa,2016,dic-16,,,12/1/2015,26.37
Formosa,2017,ene-17,,,12/1/2016,25.55
Formosa,2017,Feb-17,,,12/1/2016,25.83
Formosa,2017,Mar-17,,,12/1/2016,26.02
Formosa,2017,abr-17,,,12/1/2016,25.85
Formosa,2017,May-17,,,12/1/2016,26.23
Formosa,2017,Jun-17,,,12/1/2016,26.42
Formosa,2017,Jul-17,,,12/1/2016,26.71
Formosa,2017,ago-17,,,12/1/2016,27.03
Formosa,2017,Sep-17,,,12/1/2016,26.94
Formosa,2017,Oct-17,,,12/1/2016,26.79
Formosa,2017,Nov-17,,,12/1/2016,26.76
Formosa,2017,dic-17,,,12/1/2016,26.23
Formosa,2018,ene-18,,,12/1/2017,26.42
Formosa,2018,Feb-18,,,12/1/2017,25.66
Formosa,2018,Mar-18,,,12/1/2017,26.00
Formosa,2018,abr-18,,,12/1/2017,26.07
Formosa,2018,May-18,,,12/1/2017,26.28
Formosa,2018,Jun-18,,,12/1/2017,26.15
Formosa,2018,Jul-18,,,12/1/2017,25.96
Formosa,2018,ago-18,,,12/1/2017,25.90
Formosa,2018,Sep-18,,,12/1/2017,25.42
Formosa,2018,Oct-18,,,12/1/2017,25.07
Formosa,2018,Nov-18,,,12/1/2017,25.08
Formosa,2018,dic-18,,,12/1/2017,24.57
Formosa,2019,ene-19,,,12/1/2018,24.06
Formosa,2019,Feb-19,,,12/1/2018,24.36
Formosa,2019,Mar-19,,,12/1/2018,24.42
Formosa,2019,abr-19,,,12/1/2018,24.49
Formosa,2019,May-19,,,12/1/2018,24.60
Formosa,2019,Jun-19,,,12/1/2018,24.57
Formosa,2019,Jul-19,,,12/1/2018,24.47
Formosa,2019,ago-19,,,12/1/2018,24.65
Formosa,2019,Sep-19,,,12/1/2018,24.51
Formosa,2019,Oct-19,,,12/1/2018,24.58
Formosa,2019,Nov-19,,,12/1/2018,24.31
Formosa,2019,dic-19,,,12/1/2018,23.86
Formosa,2020,ene-20,,,12/1/2019,23.40
Formosa,2020,Feb-20,,,12/1/2019,23.51
Formosa,2020,Mar-20,,,12/1/2019,23.76
Formosa,2020,abr-20,,,12/1/2019,23.25
Formosa,2020,May-20,,,12/1/2019,23.24
Formosa,2020,Jun-20,,,12/1/2019,23.20
Formosa,2020,Jul-20,,,12/1/2019,23.08
Formosa,2020,ago-20,,,12/1/2019,23.15
Formosa,2020,Sep-20,,,12/1/2019,23.08
Formosa,2020,Oct-20,,,12/1/2019,23.25
Formosa,2020,Nov-20,,,12/1/2019,23.55
Formosa,2020,dic-20,,,12/1/2019,23.50
Formosa,2021,ene-21,,,12/1/2020,23.38
Formosa,2021,Feb-21,,,12/1/2020,23.67
Formosa,2021,Mar-21,,,12/1/2020,24.14
Formosa,2021,abr-21,,,12/1/2020,24.10
Formosa,2021,May-21,,,12/1/2020,24.03
Formosa,2021,Jun-21,,,12/1/2020,24.03
Formosa,2021,Jul-21,,,12/1/2020,24.19
Formosa,2021,ago-21,,,12/1/2020,24.52
Formosa,2021,Sep-21,,,12/1/2020,24.53
Formosa,2021,Oct-21,,,12/1/2020,24.60
Jujuy,2009,ene-09,,,12/1/2008,50.54
Jujuy,2009,Feb-09,,,12/1/2008,50.33
Jujuy,2009,Mar-09,,,12/1/2008,47.76
Jujuy,2009,abr-09,,,12/1/2008,45.81
Jujuy,2009,May-09,,,12/1/2008,47.17
Jujuy,2009,Jun-09,,,12/1/2008,49.49
Jujuy,2009,Jul-09,,,12/1/2008,50.32
Jujuy,2009,ago-09,,,12/1/2008,51.24
Jujuy,2009,Sep-09,,,12/1/2008,53.25
Jujuy,2009,Oct-09,,,12/1/2008,53.10
Jujuy,2009,Nov-09,,,12/1/2008,53.37
Jujuy,2009,dic-09,,,12/1/2008,53.67
Jujuy,2010,ene-10,,,12/1/2009,53.22
Jujuy,2010,Feb-10,,,12/1/2009,53.03
Jujuy,2010,Mar-10,,,12/1/2009,50.19
Jujuy,2010,abr-10,,,12/1/2009,48.15
Jujuy,2010,May-10,,,12/1/2009,48.83
Jujuy,2010,Jun-10,,,12/1/2009,50.33
Jujuy,2010,Jul-10,,,12/1/2009,50.60
Jujuy,2010,ago-10,,,12/1/2009,52.16
Jujuy,2010,Sep-10,,,12/1/2009,53.78
Jujuy,2010,Oct-10,,,12/1/2009,54.41
Jujuy,2010,Nov-10,,,12/1/2009,54.87
Jujuy,2010,dic-10,,,12/1/2009,55.60
Jujuy,2011,ene-11,,,12/1/2010,56.09
Jujuy,2011,Feb-11,,,12/1/2010,55.45
Jujuy,2011,Mar-11,,,12/1/2010,53.00
Jujuy,2011,abr-11,,,12/1/2010,50.52
Jujuy,2011,May-11,,,12/1/2010,51.31
Jujuy,2011,Jun-11,,,12/1/2010,52.10
Jujuy,2011,Jul-11,,,12/1/2010,52.49
Jujuy,2011,ago-11,,,12/1/2010,54.21
Jujuy,2011,Sep-11,,,12/1/2010,55.71
Jujuy,2011,Oct-11,,,12/1/2010,56.89
Jujuy,2011,Nov-11,,,12/1/2010,57.47
Jujuy,2011,dic-11,,,12/1/2010,58.99
Jujuy,2012,ene-12,,,12/1/2011,58.94
Jujuy,2012,Feb-12,,,12/1/2011,58.38
Jujuy,2012,Mar-12,,,12/1/2011,54.65
Jujuy,2012,abr-12,,,12/1/2011,51.49
Jujuy,2012,May-12,,,12/1/2011,51.71
Jujuy,2012,Jun-12,,,12/1/2011,52.41
Jujuy,2012,Jul-12,,,12/1/2011,52.64
Jujuy,2012,ago-12,,,12/1/2011,53.64
Jujuy,2012,Sep-12,,,12/1/2011,55.50
Jujuy,2012,Oct-12,,,12/1/2011,56.18
Jujuy,2012,Nov-12,,,12/1/2011,57.11
Jujuy,2012,dic-12,,,12/1/2011,58.25
Jujuy,2013,ene-13,,,12/1/2012,57.94
Jujuy,2013,Feb-13,,,12/1/2012,57.18
Jujuy,2013,Mar-13,,,12/1/2012,53.65
Jujuy,2013,abr-13,,,12/1/2012,52.37
Jujuy,2013,May-13,,,12/1/2012,52.81
Jujuy,2013,Jun-13,,,12/1/2012,53.52
Jujuy,2013,Jul-13,,,12/1/2012,53.84
Jujuy,2013,ago-13,,,12/1/2012,55.39
Jujuy,2013,Sep-13,,,12/1/2012,56.47
Jujuy,2013,Oct-13,,,12/1/2012,57.02
Jujuy,2013,Nov-13,,,12/1/2012,58.42
Jujuy,2013,dic-13,,,12/1/2012,59.95
Jujuy,2014,ene-14,,,12/1/2013,59.63
Jujuy,2014,Feb-14,,,12/1/2013,59.18
Jujuy,2014,Mar-14,,,12/1/2013,55.73
Jujuy,2014,abr-14,,,12/1/2013,52.49
Jujuy,2014,May-14,,,12/1/2013,52.55
Jujuy,2014,Jun-14,,,12/1/2013,53.56
Jujuy,2014,Jul-14,,,12/1/2013,54.13
Jujuy,2014,ago-14,,,12/1/2013,55.48
Jujuy,2014,Sep-14,,,12/1/2013,57.32
Jujuy,2014,Oct-14,,,12/1/2013,58.24
Jujuy,2014,Nov-14,,,12/1/2013,59.61
Jujuy,2014,dic-14,,,12/1/2013,62.52
Jujuy,2015,ene-15,,,12/1/2014,62.95
Jujuy,2015,Feb-15,,,12/1/2014,62.31
Jujuy,2015,Mar-15,,,12/1/2014,58.28
Jujuy,2015,abr-15,,,12/1/2014,54.73
Jujuy,2015,May-15,,,12/1/2014,54.41
Jujuy,2015,Jun-15,,,12/1/2014,54.74
Jujuy,2015,Jul-15,,,12/1/2014,54.96
Jujuy,2015,ago-15,,,12/1/2014,56.82
Jujuy,2015,Sep-15,,,12/1/2014,57.48
Jujuy,2015,Oct-15,,,12/1/2014,58.60
Jujuy,2015,Nov-15,,,12/1/2014,59.29
Jujuy,2015,dic-15,,,12/1/2014,60.61
Jujuy,2016,ene-16,,,12/1/2015,60.95
Jujuy,2016,Feb-16,,,12/1/2015,60.54
Jujuy,2016,Mar-16,,,12/1/2015,57.27
Jujuy,2016,abr-16,,,12/1/2015,53.36
Jujuy,2016,May-16,,,12/1/2015,52.82
Jujuy,2016,Jun-16,,,12/1/2015,53.54
Jujuy,2016,Jul-16,,,12/1/2015,53.81
Jujuy,2016,ago-16,,,12/1/2015,55.65
Jujuy,2016,Sep-16,,,12/1/2015,57.34
Jujuy,2016,Oct-16,,,12/1/2015,58.66
Jujuy,2016,Nov-16,,,12/1/2015,59.41
Jujuy,2016,dic-16,,,12/1/2015,63.10
Jujuy,2017,ene-17,,,12/1/2016,63.40
Jujuy,2017,Feb-17,,,12/1/2016,62.68
Jujuy,2017,Mar-17,,,12/1/2016,60.38
Jujuy,2017,abr-17,,,12/1/2016,54.34
Jujuy,2017,May-17,,,12/1/2016,54.63
Jujuy,2017,Jun-17,,,12/1/2016,55.07
Jujuy,2017,Jul-17,,,12/1/2016,55.05
Jujuy,2017,ago-17,,,12/1/2016,57.65
Jujuy,2017,Sep-17,,,12/1/2016,59.51
Jujuy,2017,Oct-17,,,12/1/2016,60.15
Jujuy,2017,Nov-17,,,12/1/2016,62.41
Jujuy,2017,dic-17,,,12/1/2016,64.82
Jujuy,2018,ene-18,,,12/1/2017,65.07
Jujuy,2018,Feb-18,,,12/1/2017,63.86
Jujuy,2018,Mar-18,,,12/1/2017,60.04
Jujuy,2018,abr-18,,,12/1/2017,56.80
Jujuy,2018,May-18,,,12/1/2017,57.47
Jujuy,2018,Jun-18,,,12/1/2017,57.76
Jujuy,2018,Jul-18,,,12/1/2017,57.75
Jujuy,2018,ago-18,,,12/1/2017,59.80
Jujuy,2018,Sep-18,,,12/1/2017,61.35
Jujuy,2018,Oct-18,,,12/1/2017,62.68
Jujuy,2018,Nov-18,,,12/1/2017,64.94
Jujuy,2018,dic-18,,,12/1/2017,66.50
Jujuy,2019,ene-19,,,12/1/2018,65.83
Jujuy,2019,Feb-19,,,12/1/2018,63.48
Jujuy,2019,Mar-19,,,12/1/2018,59.17
Jujuy,2019,abr-19,,,12/1/2018,56.03
Jujuy,2019,May-19,,,12/1/2018,56.83
Jujuy,2019,Jun-19,,,12/1/2018,57.22
Jujuy,2019,Jul-19,,,12/1/2018,57.65
Jujuy,2019,ago-19,,,12/1/2018,60.02
Jujuy,2019,Sep-19,,,12/1/2018,60.91
Jujuy,2019,Oct-19,,,12/1/2018,60.87
Jujuy,2019,Nov-19,,,12/1/2018,62.17
Jujuy,2019,dic-19,,,12/1/2018,63.17
Jujuy,2020,ene-20,,,12/1/2019,63.35
Jujuy,2020,Feb-20,,,12/1/2019,62.34
Jujuy,2020,Mar-20,,,12/1/2019,57.77
Jujuy,2020,abr-20,,,12/1/2019,54.12
Jujuy,2020,May-20,,,12/1/2019,53.95
Jujuy,2020,Jun-20,,,12/1/2019,54.26
Jujuy,2020,Jul-20,,,12/1/2019,54.61
Jujuy,2020,ago-20,,,12/1/2019,55.96
Jujuy,2020,Sep-20,,,12/1/2019,56.45
Jujuy,2020,Oct-20,,,12/1/2019,56.91
Jujuy,2020,Nov-20,,,12/1/2019,58.20
Jujuy,2020,dic-20,,,12/1/2019,59.26
Jujuy,2021,ene-21,,,12/1/2020,59.41
Jujuy,2021,Feb-21,,,12/1/2020,58.45
Jujuy,2021,Mar-21,,,12/1/2020,55.46
Jujuy,2021,abr-21,,,12/1/2020,54.51
Jujuy,2021,May-21,,,12/1/2020,55.01
Jujuy,2021,Jun-21,,,12/1/2020,55.22
Jujuy,2021,Jul-21,,,12/1/2020,55.77
Jujuy,2021,ago-21,,,12/1/2020,57.68
Jujuy,2021,Sep-21,,,12/1/2020,59.36
Jujuy,2021,Oct-21,,,12/1/2020,59.75
La Pampa,2009,ene-09,,,12/1/2008,35.41
La Pampa,2009,Feb-09,,,12/1/2008,35.54
La Pampa,2009,Mar-09,,,12/1/2008,35.64
La Pampa,2009,abr-09,,,12/1/2008,35.48
La Pampa,2009,May-09,,,12/1/2008,35.15
La Pampa,2009,Jun-09,,,12/1/2008,35.23
La Pampa,2009,Jul-09,,,12/1/2008,35.20
La Pampa,2009,ago-09,,,12/1/2008,35.57
La Pampa,2009,Sep-09,,,12/1/2008,35.97
La Pampa,2009,Oct-09,,,12/1/2008,36.13
La Pampa,2009,Nov-09,,,12/1/2008,35.96
La Pampa,2009,dic-09,,,12/1/2008,35.49
La Pampa,2010,ene-10,,,12/1/2009,35.23
La Pampa,2010,Feb-10,,,12/1/2009,35.07
La Pampa,2010,Mar-10,,,12/1/2009,35.11
La Pampa,2010,abr-10,,,12/1/2009,35.00
La Pampa,2010,May-10,,,12/1/2009,34.55
La Pampa,2010,Jun-10,,,12/1/2009,34.47
La Pampa,2010,Jul-10,,,12/1/2009,34.04
La Pampa,2010,ago-10,,,12/1/2009,34.05
La Pampa,2010,Sep-10,,,12/1/2009,34.13
La Pampa,2010,Oct-10,,,12/1/2009,34.40
La Pampa,2010,Nov-10,,,12/1/2009,34.48
La Pampa,2010,dic-10,,,12/1/2009,34.63
La Pampa,2011,ene-11,,,12/1/2010,34.70
La Pampa,2011,Feb-11,,,12/1/2010,35.30
La Pampa,2011,Mar-11,,,12/1/2010,35.99
La Pampa,2011,abr-11,,,12/1/2010,36.08
La Pampa,2011,May-11,,,12/1/2010,36.42
La Pampa,2011,Jun-11,,,12/1/2010,36.49
La Pampa,2011,Jul-11,,,12/1/2010,36.43
La Pampa,2011,ago-11,,,12/1/2010,36.60
La Pampa,2011,Sep-11,,,12/1/2010,36.69
La Pampa,2011,Oct-11,,,12/1/2010,36.98
La Pampa,2011,Nov-11,,,12/1/2010,36.88
La Pampa,2011,dic-11,,,12/1/2010,36.49
La Pampa,2012,ene-12,,,12/1/2011,35.87
La Pampa,2012,Feb-12,,,12/1/2011,35.58
La Pampa,2012,Mar-12,,,12/1/2011,35.62
La Pampa,2012,abr-12,,,12/1/2011,35.40
La Pampa,2012,May-12,,,12/1/2011,35.55
La Pampa,2012,Jun-12,,,12/1/2011,35.58
La Pampa,2012,Jul-12,,,12/1/2011,35.34
La Pampa,2012,ago-12,,,12/1/2011,35.38
La Pampa,2012,Sep-12,,,12/1/2011,35.28
La Pampa,2012,Oct-12,,,12/1/2011,35.40
La Pampa,2012,Nov-12,,,12/1/2011,35.97
La Pampa,2012,dic-12,,,12/1/2011,36.30
La Pampa,2013,ene-13,,,12/1/2012,36.42
La Pampa,2013,Feb-13,,,12/1/2012,36.33
La Pampa,2013,Mar-13,,,12/1/2012,36.44
La Pampa,2013,abr-13,,,12/1/2012,36.47
La Pampa,2013,May-13,,,12/1/2012,36.52
La Pampa,2013,Jun-13,,,12/1/2012,36.47
La Pampa,2013,Jul-13,,,12/1/2012,36.44
La Pampa,2013,ago-13,,,12/1/2012,36.55
La Pampa,2013,Sep-13,,,12/1/2012,36.27
La Pampa,2013,Oct-13,,,12/1/2012,36.43
La Pampa,2013,Nov-13,,,12/1/2012,36.32
La Pampa,2013,dic-13,,,12/1/2012,36.23
La Pampa,2014,ene-14,,,12/1/2013,35.64
La Pampa,2014,Feb-14,,,12/1/2013,35.53
La Pampa,2014,Mar-14,,,12/1/2013,35.71
La Pampa,2014,abr-14,,,12/1/2013,35.65
La Pampa,2014,May-14,,,12/1/2013,35.61
La Pampa,2014,Jun-14,,,12/1/2013,35.78
La Pampa,2014,Jul-14,,,12/1/2013,35.83
La Pampa,2014,ago-14,,,12/1/2013,35.82
La Pampa,2014,Sep-14,,,12/1/2013,35.99
La Pampa,2014,Oct-14,,,12/1/2013,36.32
La Pampa,2014,Nov-14,,,12/1/2013,36.44
La Pampa,2014,dic-14,,,12/1/2013,36.37
La Pampa,2015,ene-15,,,12/1/2014,36.16
La Pampa,2015,Feb-15,,,12/1/2014,36.03
La Pampa,2015,Mar-15,,,12/1/2014,36.32
La Pampa,2015,abr-15,,,12/1/2014,36.53
La Pampa,2015,May-15,,,12/1/2014,36.75
La Pampa,2015,Jun-15,,,12/1/2014,36.84
La Pampa,2015,Jul-15,,,12/1/2014,37.08
La Pampa,2015,ago-15,,,12/1/2014,37.19
La Pampa,2015,Sep-15,,,12/1/2014,37.17
La Pampa,2015,Oct-15,,,12/1/2014,37.32
La Pampa,2015,Nov-15,,,12/1/2014,37.49
La Pampa,2015,dic-15,,,12/1/2014,37.52
La Pampa,2016,ene-16,,,12/1/2015,37.55
La Pampa,2016,Feb-16,,,12/1/2015,37.85
La Pampa,2016,Mar-16,,,12/1/2015,38.18
La Pampa,2016,abr-16,,,12/1/2015,38.07
La Pampa,2016,May-16,,,12/1/2015,37.98
La Pampa,2016,Jun-16,,,12/1/2015,38.14
La Pampa,2016,Jul-16,,,12/1/2015,38.05
La Pampa,2016,ago-16,,,12/1/2015,38.01
La Pampa,2016,Sep-16,,,12/1/2015,37.93
La Pampa,2016,Oct-16,,,12/1/2015,37.99
La Pampa,2016,Nov-16,,,12/1/2015,38.24
La Pampa,2016,dic-16,,,12/1/2015,38.28
La Pampa,2017,ene-17,,,12/1/2016,37.84
La Pampa,2017,Feb-17,,,12/1/2016,37.78
La Pampa,2017,Mar-17,,,12/1/2016,37.85
La Pampa,2017,abr-17,,,12/1/2016,37.39
La Pampa,2017,May-17,,,12/1/2016,37.57
La Pampa,2017,Jun-17,,,12/1/2016,37.62
La Pampa,2017,Jul-17,,,12/1/2016,37.70
La Pampa,2017,ago-17,,,12/1/2016,37.77
La Pampa,2017,Sep-17,,,12/1/2016,37.46
La Pampa,2017,Oct-17,,,12/1/2016,37.65
La Pampa,2017,Nov-17,,,12/1/2016,37.69
La Pampa,2017,dic-17,,,12/1/2016,37.78
La Pampa,2018,ene-18,,,12/1/2017,37.54
La Pampa,2018,Feb-18,,,12/1/2017,37.82
La Pampa,2018,Mar-18,,,12/1/2017,38.24
La Pampa,2018,abr-18,,,12/1/2017,38.13
La Pampa,2018,May-18,,,12/1/2017,38.26
La Pampa,2018,Jun-18,,,12/1/2017,38.07
La Pampa,2018,Jul-18,,,12/1/2017,37.91
La Pampa,2018,ago-18,,,12/1/2017,38.00
La Pampa,2018,Sep-18,,,12/1/2017,37.60
La Pampa,2018,Oct-18,,,12/1/2017,37.40
La Pampa,2018,Nov-18,,,12/1/2017,37.28
La Pampa,2018,dic-18,,,12/1/2017,37.31
La Pampa,2019,ene-19,,,12/1/2018,36.90
La Pampa,2019,Feb-19,,,12/1/2018,36.94
La Pampa,2019,Mar-19,,,12/1/2018,36.71
La Pampa,2019,abr-19,,,12/1/2018,36.50
La Pampa,2019,May-19,,,12/1/2018,36.22
La Pampa,2019,Jun-19,,,12/1/2018,36.66
La Pampa,2019,Jul-19,,,12/1/2018,36.66
La Pampa,2019,ago-19,,,12/1/2018,36.57
La Pampa,2019,Sep-19,,,12/1/2018,36.65
La Pampa,2019,Oct-19,,,12/1/2018,36.45
La Pampa,2019,Nov-19,,,12/1/2018,36.50
La Pampa,2019,dic-19,,,12/1/2018,36.67
La Pampa,2020,ene-20,,,12/1/2019,35.95
La Pampa,2020,Feb-20,,,12/1/2019,35.78
La Pampa,2020,Mar-20,,,12/1/2019,36.06
La Pampa,2020,abr-20,,,12/1/2019,35.37
La Pampa,2020,May-20,,,12/1/2019,35.43
La Pampa,2020,Jun-20,,,12/1/2019,35.34
La Pampa,2020,Jul-20,,,12/1/2019,35.35
La Pampa,2020,ago-20,,,12/1/2019,35.29
La Pampa,2020,Sep-20,,,12/1/2019,35.58
La Pampa,2020,Oct-20,,,12/1/2019,35.82
La Pampa,2020,Nov-20,,,12/1/2019,35.86
La Pampa,2020,dic-20,,,12/1/2019,36.02
La Pampa,2021,ene-21,,,12/1/2020,35.59
La Pampa,2021,Feb-21,,,12/1/2020,35.81
La Pampa,2021,Mar-21,,,12/1/2020,36.09
La Pampa,2021,abr-21,,,12/1/2020,36.17
La Pampa,2021,May-21,,,12/1/2020,36.19
La Pampa,2021,Jun-21,,,12/1/2020,36.23
La Pampa,2021,Jul-21,,,12/1/2020,35.90
La Pampa,2021,ago-21,,,12/1/2020,35.86
La Pampa,2021,Sep-21,,,12/1/2020,35.87
La Pampa,2021,Oct-21,,,12/1/2020,35.98
La Rioja,2009,ene-09,,,12/1/2008,25.57
La Rioja,2009,Feb-09,,,12/1/2008,29.00
La Rioja,2009,Mar-09,,,12/1/2008,29.18
La Rioja,2009,abr-09,,,12/1/2008,27.31
La Rioja,2009,May-09,,,12/1/2008,26.52
La Rioja,2009,Jun-09,,,12/1/2008,25.94
La Rioja,2009,Jul-09,,,12/1/2008,25.97
La Rioja,2009,ago-09,,,12/1/2008,25.73
La Rioja,2009,Sep-09,,,12/1/2008,25.56
La Rioja,2009,Oct-09,,,12/1/2008,25.63
La Rioja,2009,Nov-09,,,12/1/2008,25.65
La Rioja,2009,dic-09,,,12/1/2008,25.61
La Rioja,2010,ene-10,,,12/1/2009,26.00
La Rioja,2010,Feb-10,,,12/1/2009,31.66
La Rioja,2010,Mar-10,,,12/1/2009,33.21
La Rioja,2010,abr-10,,,12/1/2009,31.54
La Rioja,2010,May-10,,,12/1/2009,29.51
La Rioja,2010,Jun-10,,,12/1/2009,28.59
La Rioja,2010,Jul-10,,,12/1/2009,27.69
La Rioja,2010,ago-10,,,12/1/2009,26.71
La Rioja,2010,Sep-10,,,12/1/2009,26.68
La Rioja,2010,Oct-10,,,12/1/2009,27.55
La Rioja,2010,Nov-10,,,12/1/2009,27.69
La Rioja,2010,dic-10,,,12/1/2009,27.62
La Rioja,2011,ene-11,,,12/1/2010,27.72
La Rioja,2011,Feb-11,,,12/1/2010,33.84
La Rioja,2011,Mar-11,,,12/1/2010,35.59
La Rioja,2011,abr-11,,,12/1/2010,34.08
La Rioja,2011,May-11,,,12/1/2010,32.49
La Rioja,2011,Jun-11,,,12/1/2010,31.20
La Rioja,2011,Jul-11,,,12/1/2010,29.36
La Rioja,2011,ago-11,,,12/1/2010,28.82
La Rioja,2011,Sep-11,,,12/1/2010,28.34
La Rioja,2011,Oct-11,,,12/1/2010,28.52
La Rioja,2011,Nov-11,,,12/1/2010,28.43
La Rioja,2011,dic-11,,,12/1/2010,28.32
La Rioja,2012,ene-12,,,12/1/2011,28.64
La Rioja,2012,Feb-12,,,12/1/2011,32.01
La Rioja,2012,Mar-12,,,12/1/2011,33.01
La Rioja,2012,abr-12,,,12/1/2011,30.70
La Rioja,2012,May-12,,,12/1/2011,29.86
La Rioja,2012,Jun-12,,,12/1/2011,28.77
La Rioja,2012,Jul-12,,,12/1/2011,28.21
La Rioja,2012,ago-12,,,12/1/2011,28.18
La Rioja,2012,Sep-12,,,12/1/2011,27.97
La Rioja,2012,Oct-12,,,12/1/2011,28.18
La Rioja,2012,Nov-12,,,12/1/2011,28.43
La Rioja,2012,dic-12,,,12/1/2011,28.46
La Rioja,2013,ene-13,,,12/1/2012,28.83
La Rioja,2013,Feb-13,,,12/1/2012,34.48
La Rioja,2013,Mar-13,,,12/1/2012,35.77
La Rioja,2013,abr-13,,,12/1/2012,33.46
La Rioja,2013,May-13,,,12/1/2012,31.72
La Rioja,2013,Jun-13,,,12/1/2012,31.01
La Rioja,2013,Jul-13,,,12/1/2012,30.54
